Activity Date,Activity Type,Elapsed Time,Distance,Elapsed Time,Moving Time,Distance,Elevation Gain,Elevation Low,Elevation High
"Jun 17, 2017, 4:02:51 PM",Run,5017,16.64,5017,4898,16648.80078,163.3760071,-4.599999905,50
"Jun 14, 2017, 7:41:50 PM",Run,173250,0.04,173250,17,41.90000153,0,32.5,40.5
"Jun 20, 2017, 10:30:00 PM",Run,1440,4.82,1440,1440,4828.029785,0,,
"Jun 22, 2017, 7:14:50 PM",Run,6534,22.29,6534,6522,22292.09961,235.6419983,-5.099999905,50
"Jun 23, 2017, 8:53:29 PM",Run,1371,5,1371,1371,4999.5,26.12000084,5,34
"Jun 25, 2017, 12:34:29 PM",Run,2683,9.55,2683,2674,9550.799805,76.01000214,2.799999952,34
"Jun 27, 2017, 7:59:23 PM",Run,8218,27.65,8218,8185,27655,247.4649963,-2.400000095,50
"Jun 28, 2017, 7:59:01 PM",Run,1493,4.92,1493,1468,4925.200195,27.62000084,5,33.79999924
"Jun 29, 2017, 9:10:30 PM",Run,2602,8.93,2602,2595,8938.599609,57.63999939,2.799999952,34
"Jun 30, 2017, 8:14:31 PM",Run,2034,6.97,2034,2025,6974,47.13999939,2.799999952,35.59999847
"Jul 1, 2017, 8:04:01 PM",Run,4386,14.21,4386,4178,14217.2998,123.5339966,-4.699999809,32.09999847
"Jul 4, 2017, 7:59:08 PM",Run,9788,32.38,9788,9532,32385.90039,247.6300049,-2.5,50
"Jul 5, 2017, 9:43:19 PM",Run,1824,4.47,1824,1325,4469.799805,29.58860016,2.799999952,34.20000076
"Jul 6, 2017, 5:39:26 PM",Run,4003,14.28,4003,3971,14285.2998,110.0070038,-3.599999905,32.5
"Jul 7, 2017, 9:14:35 PM",Run,5251,16.93,5251,4430,16930.59961,149.4170074,-2.5,41.29999924
"Jul 8, 2017, 5:09:30 PM",Run,3701,13.13,3701,3601,13136.59961,97.91750336,-3.599999905,34
"Jul 10, 2017, 7:55:06 PM",Run,1388,4.97,1388,1361,4977.299805,26.76329994,5,34
"Jul 14, 2017, 7:58:59 PM",Run,2366,8.11,2366,2362,8112.5,55.47330093,2.799999952,34.20000076
"Jul 15, 2017, 4:44:55 PM",Run,1237,4.54,1237,1206,4542,32.77999878,5,30.89999962
"Jul 16, 2017, 8:40:50 AM",Run,14181,42.54,14181,14162,42541.80078,276.0379944,-0.5,176.1000061
"Jul 20, 2017, 7:28:43 PM",Run,1257,4.97,1257,1257,4973.299805,27.94000053,5,34
"Sep 21, 2017, 1:50:07 PM",Run,1437,4.89,1437,1414,4895.899902,38.23289871,5.699999809,35.5
"Sep 23, 2017, 3:10:00 PM",Run,2280,8.04,2280,2280,8046.720215,0,,
"Sep 28, 2017, 3:13:49 PM",Run,2835,9.48,2835,2817,9480,72.21900177,2.799999952,34
"Sep 29, 2017, 4:27:49 PM",Run,2065,7.05,2065,2030,7058.799805,61.15650177,2.400000095,30.89999962
"Oct 6, 2017, 5:44:56 PM",Run,4359,14.75,4359,4259,14755.7998,124.9840012,-3.799999952,34
"Oct 11, 2017, 5:52:39 PM",Run,2376,8.38,2376,2320,8386.900391,56.95140076,2.799999952,34
"Oct 13, 2017, 10:00:11 AM",Run,3742,11.82,3742,3413,11823,83.36329651,2.799999952,34
